State,City,Hospital / Private,Category,Systems of Medicine,Contact Details,Area Pin Code,Email address,Website link,Specializations,Services
Bihar,Patna,Ford Hospital,Private,Allopathic,"New Bypass (NH-30) , Khemnichak, PO - New Jaganpura, PS - Ramkrishna Nagar, Patna, Bihar, Phone- (0612) 3215884, 3215885, 3215886",800027,"admin@fordhospital.org , info@fordhospital.org",http://www.fordhospital.org,"Cardiology,  Cosmetic Surgery,  ENT,  Gastroenterology,  General & Laparoscopic Surgery,  General Medicine,  Internal Medicine,  Nephrology,  Neuro Surgery,  Neurology  Obstetricsand Gynaecology,  Ophthalmology,  Orthopedics,  Pathology,  Pediatrics,  Plastic Surgery,  Psychiatry,  Radiology,  Urology,  Vascular Surgery","ICU, CCU, NICU, PICU, Trauma & Casualty Center, Health Check - Up Services, OPD, Ambulance Services"
Bihar,Patna,Kurji Holy Family Hospital,Private,Allopathic,"Sadaquat Ashram P.O, Patna, Bihar, Phone- (0612) 2262540, 2264117, 2262156",800010,khfhosp@gmail.com,http://www.kurjiholyfamilyhospital.org,"Cardiology,  Dermatology,  ENT,  General Surgery,  Nephrology,  Neurology,  Obstetricsand Gynaecology,  Ophthalmology,  Orthopedics,  Pathology,  Pediatrics,  Plastic Surgery,  Psychiatry,  Radiology","Blood Bank, ICU - Pediatric- Incubator Facility, ICU - Medical, ICCU, Day care, MODERN Operation , Theater,Emergency Service, Ultrasonography, X - Ray, ECG, Laboratory, Pharmacy"
Bihar,Patna,Rajeshwar Hospital,Private,Allopathic,"Near Bahadurpur Petrol Pump, Old Bypass Road, Kankarbagh, Patna, Bihar, Phone- (0612) 6992982, 6992975",800020,nfo@rajeshwarhospital.com,http://www.rajeshwarhospital.com,"Accident & Emergency,  Anesthesiology,  Dentistry,  Dermatology,  Dietetics,  ENT,  General Medicine,  General Surgery,  Gynaecology,  Nephrology,  Neuro Psychiatry,  Neuro Surgery,  Neurology,  Oncology,  Orthopedics,  Pathology,  Pediatrics,  Physiotherapy,  Psychiatry,  Radiology,  Urology","Critical Care Unit, operation theater, Emergency Services, Advanced Pathology, X - Ray"
Bihar,Patna,Jagdish Memorial hospital,Private,Allopathic,"DS - 2 , Lohiya Nagar, Behind Geological Survey of India, Kankarbagh, Patna, Bihar, Phone- (0612) 6560001, (0612) 6560003",800020,"info@jagdishhospital.com , dralok@jagdishhospital.com",http://www.jagdishhospital.com,"Cardiology,  ENT,  Gastroenterology,  General Surgery,  Internal Medicine,  Laparoscopic Surgery,  Maxillofacial Surgery,  Nephrology,  Neuro Surgery,  Obstetricsand Gynaecology,  Ophthalmology,  Orthopedics,  Pathology,  Pediatrics,  Plastic Surgery,  Pulmonology","Intensive Care Unit, 500 MA Digital X - Ray, Ultra Sound, Ambulance,"
Bihar,Patna,Sahyog Hospital,Private,Allopathic,"40, Patliputra colony, Patna, Bihar, Phone- (0612) 6584266, 09204323716",800013,"sahyoghospitalpatna@yahoo.com , info@sahyoghospital.com",http://www.sahyoghospital.com,"Accident & Emergency,  Dentistry,  Dermatology,  Endocrinology,  ENT,  Gastroenterology,  General Medicine,  General Surgery,  Laboratory Medicine,  Nephrology,  Neuro Surgery,  Obstetricsand Gynaecology,  Ophthalmology,  Orthopedic Surgery,  Pathology,  Pediatrics,  Physiotherapy,  Pulmonology,  Radiology","OPD, Emergency - 24 Hr Indoor Services(All Dept.)I.C.U & N.I.C.UDay Care ServicesLaboratory, Pharmacy, Immunization & Vaccination, Ambulance Services"
Bihar,Patna,Dr. Ruban Memorial Hospital,Private,Allopathic,"South East Gandhi Maidan, Near IMA Hall, Patna, Bihar, Phone- (0612) 2320404, (0612) 2320446",800001,admin@rubanhospital.com,http://www.rubanhospital.com,"Andrology,  Anesthesiology,  Cardiology,  Chest Physician,  Endocrinology,  General & Laparoscopic Surgery,  Gynaecology,  IVF & Infertility,  Nephrology, Radiology, Urology","Blood Bank, Ultra-Sonography, Dietary Services, Intensive Care , Unit"
Bihar,Patna,Dr. Bimal Hospital & Research Center,Private,Allopathic,"Sheikhpura, Raza Bazar, Baily Road, Patna, Bihar, Phone- (0612) 2295827",800014,dr_bimal_kr@yahoo.co.in,http://www.bimalhospital.com,"Gastro Surgery,  Gastrology,  General Medicine,  General Surgery,  Obstetricsand Gynaecology,  Orthopedics,  Pediatrics,  Urology","An ultra modern , Operation TheatreDialysis Facility, Laparoscopic Surgery, X - Ray, Ultrasound, ECG and EEGEndoscopy and Cystoscopy, Ambulance Services."
Bihar,Patna,Ishwar Dayal Memorial Hospital,Private,Allopathic,"N.R. Tower, Khemanichak More, New By - Pass Road, Hanuman Nagar, Patna, Bihar, Phone- (0612) 2386911, 2386970",800020,"nfo@idmhpatna.com , idmhospital@gmail.com",http://www.idmhpatna.com,"General & Laparoscopic Surgery,  General Medicine,  Orthopedic,  Pediatric Surgery","X - Ray, Ultrasound, EGG, Echo, colour Doppler, T.M.T. etc.24 hrs. Pharmacy."
Bihar,Patna,Magadh Hospital,Private,Allopathic,"2B, Rajendra Nagar, Patna, Bihar, Phone- (0612) 2691515, (0612) 2691500, 2690046",800016,admin@magadhhospital.com,http://www.magadhhospital.com,"Anesthesiology,  Cardiothoracic Surgery,  Cardiovascular Surgery,  General Medicine,  General Surgery,  Gynaecology,  Internal Medicine,  Laboratory Medicine,  Nephrology,  Neuro Surgery,  Neurology,  Obstetricsand Gynaecology,  Orthopedics,  Pathology,  Pediatric Cardiology,  Physiotherapy,  Pulmonology",Emergency Services
Bihar,Patna,Arvind Hospital,Private,Allopathic,"Near KhudaBaqsh Library, Ashok Rajpath, Patna, Bihar, Phone- (0612) 2302313, 09771496911",800004,"arvind.hospital.patna@gmail.com , info@arvindhospital.org",http://www.arvindhospital.org,"Anesthesiology,  Cardiology,  Chest Physician,  Dentistry,  Dermatology,  Endocrinology,  Gastroenterology,  General Medicine,  General Surgery,  Gynaecology,  Nephrology,  Neuro Surgery,  Neurology,  Oncology,  Orthopedics,  Pathology,  Pediatric Surgery,  Pediatrics,  Physiotherapy,  Radiology","Emergency, Ambulance, OPD, Pharmacy, IPD, ICU"
Chandigarh,Chandigarh,Postgraduate Institute of Medical Education and Research,Public,Allopathic,"Postgraduate Institute of Medical Education & Research, Sector-12, Chandigarh, Phone- (0172)- 2747587,2747585, 2747589, 2746018,2756565",160012,NA,http://pgimer.edu.in/,NA,NA
Chandigarh,Chandigarh,Government Medical College and Hospital,Public,Allopathic,"Sector-32 Chandigarh, Phone- (0172) 2663301, 2665545-49",160030,NA,http://gmch.gov.in,NA,NA
Chandigarh,Chandigarh,"Centre For Sight, Chandigarh",Private,Allopathic,"SCO 809-810, Sector 22-A, Chandigarh.Phone- (0172) 5029173/74/75",160022,infochandigarh@centreforsight.net,http://www.centreforsight.net/,NA,NA
Chandigarh,Chandigarh,Chaitanya Hospital,Private,Allopathic,"Site No. 1 & 2 ,Sector 44-C ,Chandigarh , Phone- (0172) 5088088,2604613, Fax -(0172) 5004043, Ambulance: 09988808880",160047,info@chaitanyahospital.org,http://www.chaitanyahospital.org/,Obstetrics& Gynaecology,NA
Chandigarh,Mohali,Silver Oaks Hospitals,Private,Allopathic,"Phase IX, Sector - 63, SAS Nagar, Mohali, Chandigarh, Phone- (0172) 2211308, Emergency: (0172) 5097112",160047,NA,http://www.silveroakshospital.com,"Medicine, General Surgery, Orthopedic, Gynaecology Gynaecology and Obstetrics, , Pediatrics, ENT, Gastroentology & Hepatology, Eye, Psychiatry, Dermatology, Anaesthesia, Psychology, radiology, Urology, Nephrology, Neurology, Chest Physician, Dietician, Rheumatology, Dental, Plastic Surgery, Gastro Intestinal Surgery, Neuro-Surgery, Paediatric Surgery, Radiology, Physiotherapy, Endocrinology, Pathology, Oncology, Renal Transplant Surgery, Trauma Center, General and Laproscopic SurgeryCardio Thoracic SurgeryOro-Maxillary Surgeon","24 Hour Ambulance Service, Pharmacy, Intensive Care Unit, Fully Equipped Operation Theaters, Laboratory, Blood Bank"
Chhattisgarh,Bhilai,Bhilai Nursing Home,Private,Allopathic,"Opp Maurya Talkies, Sirsa Road, Bhilai, Dist-Durg, Chhattisgarh, Phone- (0788) 2356400 , 5030200",490001,NA,NA,NA,NA
Chhattisgarh,Bhilai,Chandulal Chandrakar Hospital,Private,Allopathic,"Nehru Nagar, G E Road, Bhilai, Dist- Durg, Chhattisgarh, Phone- (0788) 2292683 , 2294712 , Fax- (0788) 2292241",490020,NA,NA,NA,NA
Chhattisgarh,Bhilai,Revival Medical Centre,Private,Allopathic,"C-4, Shivnath Complex Extension, Near Mourya G.E.Road, Bhilai, Dist- Durg, Chhattisgarh, Phone- (0788) 243544 , 2435542 , Fax- (0788) 2250259",490020,NA,NA,NA,NA
Chhattisgarh,Bilaspur,Chhattisgarh Institute of Medical Sciences,Public,Allopathic,"Sadar Vallabh Bhai Patel hospital, Bilaspur, Chhattisgarh, Phone- (07752) 230030",495009,NA,http://cimsbilaspur.ac.in/,NA,NA
Chhattisgarh,Jagdalpur,Government Medical College,Public,Allopathic,"Government Medical College, NMDC, Jagdalpur, Chhattisgarh, Phone- (07782) 231403, 231506",494001,NA,http://gmcj.in/,NA,NA
Chhattisgarh,Raipur,"AIIMS, Raipur",Public,Allopathic,"All India Institute of Medical Sciences, Raipur Tatibandh, G E Road, Raipur,Chhattisgarh,Phone-(0771) 2573777",492099,NA,http://www.aiimsraipur.edu.in/,NA,NA
Chhattisgarh,Raipur,Pt. J N M Medical College,Public,Allopathic,"Pt.Jawaharlal Nehru Memorial Medical College, Jail Road, RaipurChattisgarh-492001,Phone- (0771) 2525602,2890001",492001,NA,http://www.ptjnmcraipur.in/,NA,NA
Dadra & Nagar,Silvassa,Shri Vinoba Bhave Civil Hospital,Public,Allopathic,"U.T. of Dadra & Nagar Haveli, Silvassa, Shri Vinoba Bhave Civil Hospital, Phone-(0260) 2642940, Fax- (0260) 2642961",396230,svbch.sil@gmail.com,http://www.vbch.dnh.nic.in/,NA,NA
Daman and Diu,Daman,"Government Hospital, Daman",Public,Allopathic,"Fort Area, Community Health Center, Moti Daman,Daman and Diu, Phone- (0260) 2230470, Fax - (0260) 2230570",396210,NA,NA,"General Medicine, Surgery & Orthopaedic, Surgery & Orthopaedic, Obstetrics& Gynaecology, Pediatrics, EYE/ENT,","O.P.D. Operate X-Ray Laboratory, Emergencies services 24x7, Pharmacy, I. C. U. , Emergency Services, Ambulance Services, Blood Bank,"
Daman and Diu,Daman,Atmaram Jog Memorial Hospital,Private,Allopathic,"Duntha road, damandaman union territory, Phone (0260) 2262190",NA,NA,NA,NA,NA
Daman and Diu,Daman,Hansa clinic & hospital,Private,Allopathic,"Main road, Dabhel, Nani damandaman,Daman and Diu, Phone- (0260) 2242179, 5542179, fax- 2242373",NA,NA,NA,NA,NA
Delhi,Delhi,Aastha Ayurvedic Clinic,Private,Ayush/Ayurveda,"WZ 1563, Rani Bagh, Delhi, Phone- 09868263718, 09212146964",110034,asthaayurveda@gmail.com,www.asthaayurveda.com,"Acidity,Ulcer,Sinus, Tonsillitis, Infertility, Sexual DisoRoaders, Piles, Migraine, Liver DisoRoader, Panchkarma, White Patches,",NA
Delhi,Delhi,Acharyaashree Bhikshu Hospital,Public,Allopathic,"Moti Nagar , New Delhi, Phone- (011) 25423011, 25101552, 25423514",110015,acharyashreehospital115@gmail.com,http://www.Delhi.gov.in/wps/wcm/connect/doit_health/Health/Home/Hospitals/Acharya+Shree+Bhikshu+Hospital/,"Medicine, Skin and VD, Orthopedic,Dental, Pediatrics , Obstetrics and Gynaecology, Surgery, ENT, EYE,","OPD-8.30 a.m to 12.00 noon-Monday to Friday,8.30 a.m to 11.00 a.m -SataRoaday, Pathology Lab, Radiology, ECG, Ultrasound, Pharmacy, Blood Storage Centre, Emergency Services,"
Delhi,Delhi,Action Cancer Hospital,Private,Allopathic,"A - 4, Paschim Vihar, Delhi, Phone- (011) 49222220.",110063,info@actioncancerhospital.com,www.actioncancerhospital.com,"Anesthesiology ,  Gyneac Oncology,  Medical Oncology,  Naturopathy, ,  Neuro Oncolo+I83gy Nuclear Medicine,  Orthopaedic Oncology,  Pediatric haematology, and Oncology,  Pediatric Oncology,  Radiation Oncology,  Radiology,  Surgical Oncology.",NA
Delhi,Delhi,Aditya Verma Medical Centre,Private,Allopathic,"32 Chitra Vihar, Vikas Marg,Behind Laxmi Nagar, Delhi, Phone- (011) 22448008 , 22043893 ,Fax- (011) 42440108",110092,avhrc@rediffmail.com,http://adityavarmahospital.com/,"Dermatology (SKIN) , Obstetrics and Gynaecology, Cardiology, Gastroenterology, Neurology, Endocrinology, Pulmonology, Surgical Super specialty clinic include, Plastic Surgery, Pediatric surgery, Urology","Ultrasound , X-ray, Hsg (tube testing), Barium studies, Computerized ecg, Ctg , Fully computerized lab , Computerized eye testing Lasik laser , cataract surgery , Contact lens , Phototherapy Nursery , Infertility and antenatal clinic , Deliveries Executive , health check-up, Ent and eye , surgery and all general surgery,"
Delhi,Delhi,AIIMS,Public,Allopathic,"Ansari Nagar, Aurobindo Marg, New Delhi,Phone- (011) 26588500, 26588700, 26589900",110029,webmaster@aiims.ac.in,www.aiims.edu,"Anaesthesiology, Anatomy,Biochemistry,Biomedical Engineering,Biophysics,Biostatistics,Biotechnology,Cardiology,Centre for Community Medicine,College of Nursing,Dermatology and Venereology,Dietetics,Endocrinology, Metabolism and Diabetes,Forensic Medicine and Toxicology,Finance Division,Gastroenterology and Human Nutrition,Gastrointestinal Surgery,Haematology,Hospital Administration,Laboratory Medicine,Medicine,Microbiology, Nephrology,Nuclear Medicine,Nuclear Magnetic Resonance Imaging,Obstetricsand Gynaecology,Orthopedic,Otorhinolaryngology,Pediatrics,Paediatric Surgery,Pathology,Pharmacology,Physiology,Physical Medicine and Rehabilitation,Psychiatry,Radio Diagnosis,Reproductive Biology,Surgical Disciplines,Transplant Immunology and Immunogenetics,Transfusion Medicine (Blood Bank),Urology,","Medical OPD Daily - 8: 30 AM, Daily Monday to Saturday 9.00 AM - 12.00 noon, Laboratory,Blood Bank,Microbiology,Pathology Lab,X-Ray, CT-Scan, MRI, Holter, Doppler, Whole body Scan, Canteen, Special AIIMS Money card, STD Clinic, Art centre."
Delhi,Delhi,Apex City Hospital,Private,Allopathic,"Hanuman Road, D-Block, West Vinod Nagar, Near Mayur Vihar and Parparganj mother dairy, IP Extension, Delhi, Phone-(011) 22472111, 22473111, 09891419967,09999320054",110092,info@apexphysio.in,www.apexphysio.in,"Arthritis, Physiotherapy",NA
Delhi,Delhi,Aruna Asaf Ali Government Hospital,Public,"Allopathic, Ayush/Homeopathy","5, Rajpur Road, Civil Lines, Delhi, Phone- (011) 23965532, 23831524",110054,msaaagh@gmail.com,http://Delhi.gov.in/wps/wcm/connect/DOIT_Aruna/aruna_hospital/home,"Anaesthesiology, Dental, Homeopathy, Laboratory Services, Medicine, Obstetrics and Gyaenocology, Ophthalmology, Orthopedic, Otorhinolaryngology, Pediatrics, Physiotherapy and Occupational Therapy, Surgery.",NA
Delhi,Delhi,Ayurveda Kendra,Private,Ayush/Ayurveda,"B - 5/99 & 100 Safdarjung Enclave, Near R.K.Khanna Tennis Stadium, Delhi, Phone- (011) 26181606, 26182022, 41652897, 41652898",110029,Delhi@ayurveda-kendra.com,http://www.ayurveda-kendra.com,"Ayurvedic, Medicine, Skin",NA
Delhi,Delhi,Ayushman Hospital,Private,Allopathic,"Plot Number-2, Sector-12, Dwarka, Delhi, Phone- (011) 42811114 / 15 / 16 / 17 / 18, Fax No: 45537001",110075,ayushman_msh@yahoo.com,http://www.ayushmanhospital.co.in/index.html,"Internal Medicine, Cardiology, Nephrology, Gastroenterology,  Pediatrics and Neonatology, Gynaecology and Obstetrics , Orthopedic and Traumatology, Arthroscopic Surgery, Psychiatry, Neurology, Dermatology, Ophthalmology, Dentistry, Microbiology and Pathology, Laboratory Medicine, General Surgery, GI Surgery, Minimal Invasive Surgery, Endoscopic Surgery, Plastic and Reconstructive Surgery, Paediatric Surgery, Neurosurgery , ENT, Urology, Anaesthesiology, General / Family practice,","Monday to Saturday: Morning OPD 10:00AM to 1:00 PMEvening OPD 6:00 PM to 8:00 PM, OPD IPD/ , ICD/ICCU/NICU, Causality, Ambulance, Diagnostic Services, O.T / Labour Room, Physiotherapy and Rehabilitation, Kidney DialysisPharmacy, Kitchen Services"
Delhi,Delhi,B M Gupta Private Hospital,Private,Allopathic,"H-11/12/14/15, Uttam Nagar, Delhi, Mobile- 09811142317 Phone- (011) 47157777",110059,bMarguptagnh@gmail.com,http://www.bMargnh.com/,"Obstetricsand Gynaecology, Pediatrics and Neonatology, General surgery, Medicine, Urology, Anesthesia, Physiotherapy, Plastic Surgery, Dental, Orthopedic, Dermatology, E.N.T, Radiology Ophthalmology, Psychiatry, Gastro Enterology",Super DeluxeOT (major and minor)ICUNICUCSSDConference HallSpecialist OPDComputerized Diagnostic 24 hrLabour roomECGEEGECHOCasualtyIn- hospital pharmacy24 hrs ambulanceUltrasoundDigital x-rayDopplerDialysisTMT
Delhi,Delhi,Baba Saheb Ambedkar Hospital,Public,"Allopathic, Ayush/ Ayurveda/ Homeopathy","Sector 6, Rohini, New Delhi, Phone- (011) 27055585, 27933256",110085,vdhankar@yahoo.co.in,http://Delhi.gov.in/wps/wcm/connect/doit_dbsah/DBSAH/Home/,"Medicine, Surgery, GynaecologyPediatrics, Orthopedics, Chest Clinic, Eye, ENT, Dermatology, Psychiatric, Dental, ART,VCTC (AIDS CLINIC), Ayurvedic, Homeopathy, Malaria Clinic, PPCT Introduction, Family Planning, Urology, Forensic Medicine,",NA
Delhi,Delhi,Babu Jagjivan Ram Memorial Hospital,Public,"Allopathic, Ayush/ Ayurveda/ Homeopathy","E-Block, Jahangir Puri, Delhi, Phone- (011) 27634636, 27636955, 27631810, Extension- 308",110033,NA,http://www.Delhi.gov.in/wps/wcm/connect/doit_health/Health/Home/Hospitals/Babu+Jagjivan+Ram+Hospital/,"Psychiatry, Skin, Dental, Eye, Orthopedics, ENT,Surgery, Medicine, Pediatrics, Obstetrics and Gynaecology, Homeopathy, Ayurvedic, ENT","General OPD 8.30 a.m to 12.00 Noon(Mon-Fri),8.30 a.m to 11.00 A.M(Sat) Out Patient Services Casualty and Emergency ServicesIn Patient ServiceOperative Services Maternity and Nursery Services Diagnostic services Therapeutic Services, Prophylactic services"
Delhi,Delhi,Banarasi Dass Chandi Wala Eye Institute,Private,"Allopathic, Ayush/ Ayurveda","Chandiwal Estate, MAA Anandmai Marg, Kalkaji, Delhi, Phone- (011) 49020100, 49020133",110019,sbcssts@chandiwalaestate.org,http://www.chandiwalaestate.org/,"Eye Care, Ayurvedic",NA
Delhi,Delhi,Bensups Hospital,Private,Allopathic,"Bensups Avenue, Sector 12, Dwarka, Delhi, Phone- (011) 45550000, 08800128080",110075,wecare@bensupshospital.com,http://www.bensupshospital.com/,"ENT, General Medicie, IVF and Infertility, Neurology, Ophthalmology, Pediatrics, Ophthalmology, Spine Surgery, Medicine, Cardiology, Cosmetic Surgery, Dental, DermatologyENT, Gastroenterology and Endoscopy, General Surgery, IVF",NA
Delhi,Delhi,Bhagwan Mahavir Hospital,Public,"Allopathic, Ayush/ Ayurveda/ Homeopathy/ Unani","H-4&5, Harikishan Marg Pitampura,Main Road, Delhi, Phone- (011) 27034538, 27033947, Mobile: 09717293550",110034,"renuajay@yahoo.com, msbmh-dhs-Delhi@nic.in",http://www.Delhi.gov.in/wps/wcm/connect/doit_health/Health/Home/Hospitals/Bhagwan+Mahavir+Hospital/,"Medicine,Pediatrics,Gynaecology and Obstetrics,Surgery,Orthopedic with Physiotherapy,ENT, Ophthalmology (Eye),Dental andDermatology(Skin),Homeopathy,Ayurvedic,Unani",NA
Delhi,Delhi,Bhagwati Hospital,Private,Allopathic,"1/113, Mehrauli, Delhi, Phone- (011) 26643304, 26643305",110030,info@bhagwatihospitalmehrauli.com,www.bhagwatihospitalmehrauli.com,"Dentistry, Dermatology, Gastroenterology, Ophthalmology, Neuro Surgery, Pathology, Psychiatry, Physiotherapy",NA
